title,text,subject,date
"We're all human: 'Nudge' theorist Thaler wins economics Nobel"," STOCKHOLM/CHICAGO (Reuters) - U.S. academic Richard Thaler, who helped popularize the idea of  nudging  people towards doing what was best for them, won the 2017 Nobel Economics Prize on Monday for his work on how human nature affects supposedly rational markets.  Influential in the field of behavioral economics, his research showed how traits such as lack of self-control and fear of losing what you already have prompt decisions that may not have the best outcome in the longer term.   I think the most important impact (of my research) is the recognition that economic agents are human and economic models have to incorporate that,  Thaler, a professor at the University of Chicago Booth School of Business, said in a call broadcast at the Nobel news conference.  Asked at a separate news conference in Chicago if it was difficult to get traditional, data-oriented economists to embrace his ideas, Thaler said it was "impossible...economists don't do a lot of embracing actually.""  Awarding the 9 million Swedish crown ($1.1 million) prize"," the Royal Swedish Academy of Sciences said:  Richard Thaler s contributions have built a bridge between the economic and psychological analyses of individual decision-making.    His empirical findings and theoretical insights have been instrumental in creating the new and rapidly expanding field of behavioral economics"," which has had a profound impact on many areas of economic research and policy.   Thaler brought to prominence the idea of  nudge  economics"
"After British PM May's speech fiasco, her party puzzles: Who next?","LONDON (Reuters) - It was meant to be the speech that rescued Theresa May s premiership, but her public humiliation before the assembled Conservative Party has thrust her own future into doubt. And, just as she tries to revive Brexit talks. May s authority was already shattered by her botched bet on a June snap election that lost her party its majority in parliament just days before the opening of formal Brexit talks with the European Union. But her survival has been dependent on the absence of an obvious successor who could unite the split party around Brexit and fear of an election that many Conservatives think would let opposition Labour leader Jeremy Corbyn into power. "I don't think anybody wants May to stay because they particularly want her as PM: I think lots of people want her to stay because the time is not yet right for what they want to happen next"," said Anand Menon"," professor of European politics at King's College London"
"Puigdemont says Catalonia to declare independence in 'matter of days': BBC","(Reuters) - Catalonia will declare independence  in a matter of days , the region s secessionist leader Carles Puigdemont was quoted as telling the BBC, a move that would defy Madrid and attempt to implement the directive of Sunday s banned independence referendum. Puigdemont said that his government would "act at the end of this week or the beginning of next"""," according to an interview with the BBC on Tuesday. (bbc.in/2fHFQJx) When asked by the BBC what Puigdemont would do if the Spanish government were to intervene and take control of Catalonia's government"," he said it would be ""an error which changes everything"". (bbc.in/2fHFQJx) The regional leader opened the door to a unilateral declaration of independence from Spain on Sunday after voters defied a violent police crackdown and"
"Egypt "hunting down"" gays"," conducting forced anal exams - Amnesty"","CAIRO (Reuters) - Six Egyptian men arrested for  promoting sexual deviancy  and  debauchery  on social media will be subjected to anal examinations ahead of their Oct. 1 trial, Amnesty International said on Saturday. Their arrest is part of a wider crackdown against homosexuality that started last week when a group of people were seen raising a rainbow flag at a concert, a rare public show of support for lesbian, gay, bisexual and transgender rights in the conservative Muslim country. At least 11 people have since been arrested, Amnesty said, and one man has been sentenced to six years in jail after local media launched a highly critical campaign against those who raised the rainbow flag at a Mashrou  Leila concert, a popular Lebanese alternative rock band whose lead singer is openly gay. Amnesty said the Forensic Medical Authority was due to subject the six men to anal examinations to determine whether they have had homosexual sex. Judicial sources said any defendant accused of  debauchery  or  sexual deviancy , a euphemism for homosexuality in Egypt, is subjected to a medical examination based on an order from the Public Prosecutor.  Allegations of torturing or insulting those medically examined are lies not worth responding to. The examinations are carried out by a forensic doctor who swore to respect his profession and its ethics,  one judicial source said.   Amnesty said such examinations violate the prohibition of torture and other ill-treatment under international law.   The fact that Egypt s Public Prosecutor is prioritizing hunting down people based on their perceived sexual orientation is utterly deplorable. These men should be released immediately and unconditionally   not put on trial,  said Najia Bounaim, North Africa Campaigns Director at Amnesty International.  Forced anal examinations are abhorrent and amount to torture. The Egyptian authorities have an appalling track record of using invasive physical tests which amount to torture against detainees in their custody. All plans to carry out such tests on these men must be stopped immediately.  Egypt s Muslim religious establishment is voicing its support for the government s moves against homosexuals.  Al Azhar will stand against calls for sexual perversion the same way it has stood against extremist groups,  a preacher at the 1,000-year-old seat of Sunni Muslim learning said in his Friday prayers sermon. Although homosexuality is not specifically outlawed in Egypt, it is a conservative society and discrimination is rife. Gay men are frequently arrested and typically charged with debauchery, immorality or blasphemy. The largest crackdown on homosexuals took place in 2001, when police raided a floating disco called the Queen Boat. Fifty-two men were tried in the case. ",worldnews
"Angry and "invisible"""," expat Britons await PM May in Florence  "","FLORENCE, Italy (Reuters) - Expatriate Britons gathered in Florence on Friday to voice their frustration at how Brexit will impact them, awaiting the British prime minister s arrival in the Italian city to set out her vision for future ties with the European Union.  May will try to rescue the stalled talks over terms for Britain s exit from the EU in a speech that will be scrutinized to see if she can offer enough to EU negotiators to persuade them to move forward. Outside an imposing 14th century church in the center of the Tuscan city, protesters waved EU flags and posters showing May holding a burning passport. They called for the rights of British citizens living in other EU countries to be protected.  Rachel Pugh, a 48-year-old from north Wales who has lived in Florence since 1991, said she was worried about losing her rights to a pension in the future and had been left uninformed by the British government.  Who do we ask? The tooth fairy? Father Christmas? The Easter Bunny? Who can we trust? None of them,  she said, sporting EU and Welsh flags on her lapel.  We couldn t vote. We re invisible, in limbo.  Negotiations, which began three months ago, have effectively reached an impasse over the divorce, including the issue of how much Britain will have to pay to unspool more than 40 years of economic and political integration in the EU. Immigration was a key issue ahead of the June 2016 EU referendum in Britain, and millions who have moved smoothly between Britain and the rest of Europe are waiting nervously to see how their lives may change. Civil rights campaigner and former British member of parliament Roger Casale said he had come to Florence to show solidarity with all those who would be affected.  We think the EU should be setting an example and should give unilateral guarantees now to all Brits in Europe,  he said.  Citing media reports that British trade minister Liam Fox had described EU citizens living in Britain as possible  bargaining chips , Casale said May had  a hostile environment strategy vis a vis immigration, leaving people in a state of uncertainty . Britain is keen to start negotiating the terms of its new relationship with the bloc, and discontent over the slow progress and lack of clarity is also surfacing among voters. Visiting Florence on holiday, Malcolm Burley, a 70-year-old retired plumber from Leicestershire in central England, said he had voted to leave the EU and wanted a deal to be reached quickly.  (May) needs to go and get it sorted as soon as possible. Time is running out,  Burley said.  We need to get it sorted and make sure we get the correct deal for England.  ",worldnews
"Exclusive: 'We will kill you all' - Rohingya villagers in Myanmar beg for safe passage"," SITTWE, Myanmar (Reuters) - Thousands of Rohingya Muslims in violence-racked northwest Myanmar are pleading with authorities for safe passage from two remote villages that are cut off by hostile Buddhists and running short of food.   We re terrified,  Maung Maung, a Rohingya official at Ah Nauk Pyin village, told Reuters by telephone.  We ll starve soon and they re threatening to burn down our houses.   Another Rohingya contacted by Reuters, who asked not to be named, said ethnic Rakhine Buddhists came to the same village and shouted,  Leave, or we will kill you all.   Fragile relations between Ah Nauk Pyin and its Rakhine neighbors were shattered on Aug. 25, when deadly attacks by Rohingya militants in Rakhine State prompted a ferocious response from Myanmar s security forces.  At least 430,000 Rohingya have since fled into neighboring Bangladesh to evade what the United Nations has called a "textbook example of ethnic cleansing"".  About a million Rohingya lived in Rakhine State until the recent violence. Most face draconian travel restrictions and are denied citizenship in a country where many Buddhists regard them as illegal immigrants from Bangladesh.  Tin Maung Swe"," secretary of the Rakhine State government"," told Reuters he was working closely with the Rathedaung authorities"
"Kremlin accuses West of 'whipping up hysteria' over Russian war games","MOSCOW (Reuters) - Russia accused the West on Thursday of  whipping up hysteria  over large-scale military exercises underway in eastern Europe and denied charges that they were being conducted with a lack of transparency. The exercises, codenamed "Zapad"""," or ""West"""," started on Thursday and will last until Sept. 20. They are being conducted  on military ranges in Belarus"
"Factbox: Quotes on Suu Kyi's handling of Myanmar's Rohingya crisis","(Reuters) - Nearly 400,000 Rohingya Muslims have fled to neighboring Bangladesh since a surge in violence in Myanmar s Rakhine state began on Aug 25. The exodus of refugees, sparked by a fierce military response to a series of Rohingya militant attacks, is the most pressing crisis Nobel laureate Aung San Suu Kyi has faced since becoming leader last year.  She has been the target of criticism from fellow Nobel laureates and religious leaders across the world, for failing to condemn the human rights abuses against the Rohingya.   Here are a selection of quotes about her reticence: AUNG SAN SUU KYI - 1991 Nobel Peace Prize, Myanmar leader "We have to take care of our citizens. We have to take care of everybody who is in our country"," whether or not they are our citizens."" (Sept 7 - reut.rs/2x1S4Ey) DESMOND TUTU - 1984 Nobel Peace Prize"," anti-apartheid leader"
"German parties fret about Turkish voters as Erdogan makes mark"," BERLIN (Reuters) - Nihan Sen s grandmother came to Germany in the 1960s but still speaks no German. By contrast, Nihan herself is a star of German youth culture, with 783,000 followers for her YouTube channel. Yet she acknowledges:  I really do like a bit of Turkish television.   She is not alone. Turkish broadcasters have an 84 percent market share among Germany s three million people of Turkish background, and 40 percent of them watch no German television at all, according to market researcher Data4U.  As a captive audience of television broadcast from Ankara, Germany s Turkish citizens are caught in a tug-of-war for their loyalty ahead of a German national election on Sept. 24.  Turkey s president, Tayyip Erdogan, has called on German voters of Turkish background to reject Germany s mainstream political parties, saying they are  unfriendly to Turkey .  The parties worry that Erdogan has more access to Turkish-speaking German voters than they do.  Green Party co-leader Cem Ozdemir, the most prominent German politician of Turkish descent, has called for Germany s public media to start broadcasting a Turkish channel for the benefit of Turks, both in Germany and in Turkey.   We need a German-Turkish broadcaster,  he told the Rheinische Post newspaper in March.  For years we ve neglected to help people from Turkey find a new political homeland, also politically, and now we re seeing the fruits of that.   Traditionally, Turks in Germany have voted mainly for the Social Democrats or the Greens, the main center-left parties, which are known for being friendly to immigrants. But Erdogan has repeatedly urged them instead to reject both those parties, as well as Merkel s ruling conservatives.  "The majority"," because they only watch Turkish TV"," are informed very one-sidedly"
"Delta to cancel about 800 flights due to Irma","(Reuters) - Delta Air Lines Inc said it would cancel about 800 flights on Monday as it braces for Tropical Storm Irma at its Atlanta hub. "Hurricane Irma is expected to bring to the Atlanta hub strong crosswinds that exceed operating limits on select mainline and regional aircraft"," Delta said on Monday. (bit.ly/2gXW5Cu) The No. 2 U.S. airline by passenger traffic"," whose business is heavily dependent on operations at the Atlanta airport"
